文章名称,发布时间,对应链接
【化工院】化学工程学院举办第四届大学生创新创业大赛暨第七届“互联网+”大学生创新创业... ,2020-12-31 ,http://news.njfu.edu.cn/ybdt/20210517/i217296.html
【化工院】化学工程学院举办第二届红歌会 ,2020-12-31 ,http://news.njfu.edu.cn/ybdt/20210517/i217293.html
【土木院】土木工程学院多措并举助力2021届毕业生高质量就业 ,2020-12-30 ,http://news.njfu.edu.cn/ybdt/20210517/i217287.html
【图书馆】图书馆分工会获省三星级“职工小家”称号 ,2020-12-30 ,http://news.njfu.edu.cn/ybdt/20210517/i217283.html
【人文院】百余幅学生原创作品展现廉洁文化 ,2020-12-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217282.html
【机电院】机械电子工程学院举办“暖心冬日，情暖冬至”主题活动 ,2020-12-23 ,http://news.njfu.edu.cn/ybdt/20210517/i217279.html
【林学院】我校学子在全国昆虫摄影大赛中取得佳绩 ,2020-12-23 ,http://news.njfu.edu.cn/ybdt/20210517/i217276.html
【期刊部】期刊部举办研究生科技论文撰写指导讲座 ,2020-12-23 ,http://news.njfu.edu.cn/ybdt/20210517/i217273.html
【期刊部】浙江农林大学学报编辑部来我校调研交流 ,2020-12-23 ,http://news.njfu.edu.cn/ybdt/20210517/i217270.html
【土木院】土木工程学院院长魏洋带队参加首届土木工程湖湘论坛 ,2020-12-23 ,http://news.njfu.edu.cn/ybdt/20210517/i217267.html
【土木院】土木工程学院为淮安校区学子举办大学生涯规划专题讲座 ,2020-12-22 ,http://news.njfu.edu.cn/ybdt/20210517/i217263.html
【人文院】广播电视与新媒体系举办“新闻人的职业道德”主题讲座 ,2020-12-22 ,http://news.njfu.edu.cn/ybdt/20210517/i217260.html
【生物院】生物院承办2020年江苏省“全球变化背景下生态保护与恢复”研究生学术创新论... ,2020-12-18 ,http://news.njfu.edu.cn/ybdt/20210517/i217257.html
【学工处】公寓管理服务中心组织开展消防安全专题培训 ,2020-12-18 ,http://news.njfu.edu.cn/ybdt/20210517/i217254.html
【生物院】师生进社区 倡导垃圾分类绿色行 ,2020-12-18 ,http://news.njfu.edu.cn/ybdt/20210517/i217252.html
【生物院】生物与环境学院举办感恩主题活动 ,2020-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i217249.html
【外语院】外国语学院承办“以声之名、再叙经典”配音大赛决赛 ,2020-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i217246.html
【人文院】人文社会科学学院签订实验室安全责任书 ,2020-12-17 ,http://news.njfu.edu.cn/ybdt/20210517/i217289.html
【学工处】我校举办第十期大学生核心就业能力提升培训 ,2020-12-15 ,http://news.njfu.edu.cn/ybdt/20210517/i217223.html
【生物院】生物与环境学院举办青春故事报告会 ,2020-12-14 ,http://news.njfu.edu.cn/ybdt/20210517/i217243.html
【经管院】经济管理学院工商管理系党支部开展主题党日活动 ,2020-12-11 ,http://news.njfu.edu.cn/ybdt/20210517/i217240.html
【化工院】化学工程学院举办学习贯彻党的十九届五中全会精神专题报告会 ,2020-12-11 ,http://news.njfu.edu.cn/ybdt/20210517/i217234.html
【国资处】我校召开2020年国有资产管理业务培训会 ,2020-12-10 ,http://news.njfu.edu.cn/ybdt/20210517/i217232.html
【外语院】外语院举办“我爱南林——You Raise Me Up”2020级迎新晚会 ,2020-12-10 ,http://news.njfu.edu.cn/ybdt/20210517/i217229.html
【人文院】人文院举办“马克思主义新闻观大讲堂”系列讲座 ,2020-12-04 ,http://news.njfu.edu.cn/ybdt/20210517/i217226.html
【林学院】安徽省林业局副局长邱辉来校作专题讲座 ,2020-12-03 ,http://news.njfu.edu.cn/ybdt/20210517/i217220.html
【离退休处】我校积极落实离休干部家庭医生签约服务工作 ,2020-12-02 ,http://news.njfu.edu.cn/ybdt/20210517/i217216.html
【机电院】机电院举办“爱林而来，樱电随行”2020级迎新晚会 ,2020-12-02 ,http://news.njfu.edu.cn/ybdt/20210517/i217213.html
【机电院】机电院为大四毕业生送暖心“福袋” ,2020-12-01 ,http://news.njfu.edu.cn/ybdt/20210517/i217210.html
【生物院】生物与环境学院开展“感恩·与林相会”活动 ,2020-11-30 ,http://news.njfu.edu.cn/ybdt/20210517/i217217.html
【轻工院】扎实开展新生专业教育 走好大学第一步 ,2020-11-30 ,http://news.njfu.edu.cn/ybdt/20210517/i217208.html
【财务处】主动走进基层 提升财务服务水平 ,2020-11-30 ,http://news.njfu.edu.cn/ybdt/20210517/i217205.html
【生物院】生物与环境学院举办第二届“最美课堂笔记”评选活动 ,2020-11-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217202.html
【家居院】清华大学柳冠中教授来我校讲学 ,2020-11-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217199.html
【家居院】2020“中国制造之美”年度终评在我校开展 ,2020-11-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217197.html
【生物院】生物与环境学院举办“环宇星辰，境里乾坤”永丰余之夜迎新晚会 ,2020-11-26 ,http://news.njfu.edu.cn/ybdt/20210517/i217194.html
【轻工院】南京林业大学制浆造纸基金会举办2020年奖助学金颁发仪式 ,2020-11-26 ,http://news.njfu.edu.cn/ybdt/20210517/i217191.html
【期刊部】朱凯副主任当选中国环境伦理学研究会秘书长 ,2020-11-25 ,http://news.njfu.edu.cn/ybdt/20210517/i217188.html
【理学院】理学院举办2020“邂遇知秋”迎新晚会 ,2020-11-24 ,http://news.njfu.edu.cn/ybdt/20210517/i217185.html
【土木院】董峰辉老师荣获全国桥梁工程青年教师说课大赛二等奖 ,2020-11-24 ,http://news.njfu.edu.cn/ybdt/20210517/i217182.html
【期刊部】我校期刊部当选江苏省科技期刊学会副理事长单位 ,2020-11-20 ,http://news.njfu.edu.cn/ybdt/20210517/i217175.html
【家居院】家居学院举办2020“家期如许，怦然新动”迎新晚会 ,2020-11-20 ,http://news.njfu.edu.cn/ybdt/20210517/i217172.html
【社科处】我校智库专家赴扬子江生态文明创新中心调研 ,2020-11-20 ,http://news.njfu.edu.cn/ybdt/20210517/i217169.html
【机电院】我校吴泽本同学获2019江苏省大学生年度人物入围奖 ,2020-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i217166.html
【体育部】校田径队荣获2020南京·高校百公里接力赛团体第五名 ,2020-11-18 ,http://news.njfu.edu.cn/ybdt/20210517/i213353.html
【统战部】校侨联举办“金秋颂国”主题活动 ,2020-11-17 ,http://news.njfu.edu.cn/ybdt/20210517/i213359.html
【学工处】我校举办秋冬季节传染病防治知识专题讲座 ,2020-11-14 ,http://news.njfu.edu.cn/ybdt/20210517/i217159.html
【外语院】外语院学子在“外研社杯”全国英语演讲比赛（江苏赛区）中斩获佳绩 ,2020-11-13 ,http://news.njfu.edu.cn/ybdt/20210517/i217153.html
【机电院】机电院召开2021届毕业生就业推进会 ,2020-11-13 ,http://news.njfu.edu.cn/ybdt/20210517/i217150.html
【土木院】土木院参加全国农林院校土木工程专业学科发展研讨会 ,2020-11-13 ,http://news.njfu.edu.cn/ybdt/20210517/i217147.html
【财务处】财务处2020年度“财务走访，政策巡讲”系列活动走进国家重点实验室课题组 ,2020-11-10 ,http://news.njfu.edu.cn/ybdt/20210517/i217144.html
【土木院】我校给排水科学与工程专业通过中国工程教育认证 ,2020-11-10 ,http://news.njfu.edu.cn/ybdt/20210517/i217157.html
【学工处】我校举办学院心理健康教育特色活动评比汇报会 ,2020-11-05 ,http://news.njfu.edu.cn/ybdt/20210517/i217141.html
【学工处】我校举办首届大学生生涯规划嘉年华 ,2020-11-05 ,http://news.njfu.edu.cn/ybdt/20210517/i217137.html
【教务处】我校组织参加教育部新文科建设电视电话会议 ,2020-11-05 ,http://news.njfu.edu.cn/ybdt/20210517/i217134.html
【分测中心】现代分析测试中心党支部赴高淳开展主题党日活动 ,2020-11-03 ,http://news.njfu.edu.cn/ybdt/20210517/i217163.html
【保卫处】驻宁高校防范电信网络诈骗工作推进会在我校举行 ,2020-11-03 ,http://news.njfu.edu.cn/ybdt/20210517/i217116.html
【轻工院】校企携手，共促毕业生行业内就业 ,2020-10-30 ,http://news.njfu.edu.cn/ybdt/20210517/i217129.html
【学工处】不忘初心铸魂育人，曲建武教授来校作报告 ,2020-10-29 ,http://news.njfu.edu.cn/ybdt/20210517/i217121.html
【淮安校区】淮安校区举办“一见倾新”迎新晚会 ,2020-10-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217108.html
【离退休处】让敬老成为校园风尚——我校开展敬老爱老系列活动 ,2020-10-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217119.html
【期刊部】期刊部开展“校园赠刊 爱心助学”活动 ,2020-10-27 ,http://news.njfu.edu.cn/ybdt/20210517/i217105.html
【后勤处】我校举办后勤员工消防安全知识培训 ,2020-10-26 ,http://news.njfu.edu.cn/ybdt/20210517/i217102.html
【轻工院】我校举办轻工类2021届毕业生秋季专场招聘会 ,2020-10-26 ,http://news.njfu.edu.cn/ybdt/20210517/i217132.html
【艺术院】“中国创新设计大数据南京中心”落户我校 ,2020-10-24 ,http://news.njfu.edu.cn/ybdt/20210517/i213351.html
【学工处】学校举办辅导员素质能力大赛专题培训 ,2020-10-22 ,http://news.njfu.edu.cn/ybdt/20210517/i217099.html
【家居院】深化“院所”合作 搭建智慧平台 ,2020-10-21 ,http://news.njfu.edu.cn/ybdt/20210517/i217093.html
【人文院】我校中文系与南信大中文系联合学习贯彻习近平总书记重要文章和重要寄语精神 ,2020-10-20 ,http://news.njfu.edu.cn/ybdt/20210517/i217090.html
【轻工院】轻工与食品学院举办音乐党课 ,2020-10-19 ,http://news.njfu.edu.cn/ybdt/20210517/i217088.html
【艺术院】艺术院多种形式开展新生入学教育 ,2020-10-15 ,http://news.njfu.edu.cn/ybdt/20210517/i217095.html
【淮安校区】淮安校区开展师德师风专题培训会 ,2020-09-24 ,http://news.njfu.edu.cn/ybdt/20210517/i217085.html
【机电院】我校与玄武区政府共建玄武区中小学素质教育实践基地 ,2020-09-23 ,http://news.njfu.edu.cn/ybdt/20210517/i217083.html
【国教院】我校留学生观摩第八届“赢在南京”青年大学生创业大赛暨在华留学生创新创业大赛 ,2020-09-18 ,http://news.njfu.edu.cn/ybdt/20210517/i217080.html
【研工部】我校召开研究生数学建模国赛赛前动员会 ,2020-09-17 ,http://news.njfu.edu.cn/ybdt/20210517/i217077.html
【人文院】人文学院举办“十四五”发展规划及新校区建设研讨会 ,2020-09-17 ,http://news.njfu.edu.cn/ybdt/20210517/i217075.html
【社科处】我校召开新学期智库工作会议 ,2020-09-16 ,http://news.njfu.edu.cn/ybdt/20210517/i217062.html
【淮安校区】淮安校区举办2020年教职工培训开班仪式 ,2020-09-15 ,http://news.njfu.edu.cn/ybdt/20210517/i217073.html
【人文院】人文院教师党员用伟大抗疫精神凝聚奋进发展的力量 ,2020-09-10 ,http://news.njfu.edu.cn/ybdt/20210517/i217070.html
【化工院】化学工程学院开展学生党员劳动教育活动 ,2020-09-07 ,http://news.njfu.edu.cn/ybdt/20210517/i217067.html
【土木院】土木学院在省级优秀本科毕业论文评选中再创佳绩 ,2020-09-04 ,http://news.njfu.edu.cn/ybdt/20210517/i217056.html
【艺术院】凝聚合力齐推进，就业引导不断线 ,2020-09-02 ,http://news.njfu.edu.cn/ybdt/20210517/i217054.html
【期刊部】《Journal of Bioresources and Bioprodu... ,2020-09-01 ,http://news.njfu.edu.cn/ybdt/20210517/i217051.html
【淮安校区】淮安校区2020年秋季学期顺利开学 ,2020-09-01 ,http://news.njfu.edu.cn/ybdt/20210517/i217059.html
【教务处】我校召开暑期本科教学工作会议 ,2020-08-24 ,http://news.njfu.edu.cn/ybdt/20210517/i217048.html
【土木院】我校牵头制定的两项团体标准获立项 ,2020-08-20 ,http://news.njfu.edu.cn/ybdt/20210517/i217045.html
【研工部】我校27支队伍在江苏省研究生数学建模大赛中获奖 ,2020-08-18 ,http://news.njfu.edu.cn/ybdt/20210517/i217044.html
【经管院】我校获第十届全国大学生电子商务“创新、创意及创业”挑战赛江苏赛区多个奖项 ,2020-08-15 ,http://news.njfu.edu.cn/ybdt/20210517/i217041.html
【校团委】我校志愿服务工作获团省委多项表彰 ,2020-08-09 ,http://news.njfu.edu.cn/ybdt/20210517/i217034.html
【继教院】我校与苏州农业职业技术学院联合培养的2020届园林“专接本”学生顺利毕业 ,2020-08-08 ,http://news.njfu.edu.cn/ybdt/20210517/i217038.html
【教务处】我校应邀出席2020年江苏省高等学校一流本科教育建设推进会 ,2020-08-05 ,http://news.njfu.edu.cn/ybdt/20210517/i217032.html
【机电院】机电院召开2021届本科生就业动员大会暨考研交流大会 ,2020-07-21 ,http://news.njfu.edu.cn/ybdt/20210517/i217029.html
【社科处】我校智库专家赴溧阳开展省政府决策咨询课题调研 ,2020-07-18 ,http://news.njfu.edu.cn/ybdt/20210517/i215937.html
【国教院】我校留学生应邀参加“发现江苏——相遇在文学之都南京”活动 ,2020-07-09 ,http://news.njfu.edu.cn/ybdt/20210517/i217023.html
【财务处】财务处开启2020年度“财务走访 政策巡讲”系列活动 ,2020-07-09 ,http://news.njfu.edu.cn/ybdt/20210517/i217020.html
【校友办】我校召开校友“泛家居产业链整合工作论坛” ,2020-07-08 ,http://news.njfu.edu.cn/ybdt/20210517/i217026.html
【学工处】我校成功举办“逆境携行•你我同心”大学生心理健康教育主题活动 ,2020-07-01 ,http://news.njfu.edu.cn/ybdt/20210517/i216188.html
【艺术院】艺术院贫困学子抗疫一线展现青春担当 ,2020-07-01 ,http://news.njfu.edu.cn/ybdt/20210517/i216185.html
【校团委】我校与汤泉街道举行校外社会实践合作签约揭牌仪式 ,2020-07-01 ,http://news.njfu.edu.cn/ybdt/20210517/i216791.html
【国教院】我校召开2020年来华留学生（学历生）招生综合考核和预录取工作培训会 ,2020-06-24 ,http://news.njfu.edu.cn/ybdt/20210517/i216794.html
【经管院】南京林业大学农村政策研究中心当选中国经济江苏智库联合研究会副理事长单位 ,2020-06-23 ,http://news.njfu.edu.cn/ybdt/20210517/i216799.html
【实基处】我校举行自制实验教学仪器项目验收评审会 ,2020-06-22 ,http://news.njfu.edu.cn/ybdt/20210517/i216803.html
【国教院】学校召开2020年度留学生招生工作会议 ,2020-06-22 ,http://news.njfu.edu.cn/ybdt/20210517/i216806.html
【人文院】我校举办涉林网络舆情大数据监测平台建设专家咨询暨网络信息生态治理学术研讨会 ,2020-06-22 ,http://news.njfu.edu.cn/ybdt/20210517/i216797.html
